Datetime,Tweet Id,likeCount,Text_encoded,Username_encoded,cleaned_text,tokens,sentiment_score
2023-08-07 23:03:36,283149881562367292,52,0,0,,[],0.0
2023-12-20 21:42:14,716196524611472515,821,0,0,,[],0.0
2024-01-03 02:04:18,862591613800714804,149,0,0,,[],0.0
2024-03-21 01:02:32,622746080934693071,330,0,0,,[],0.0
2023-07-20 13:58:39,689176086177769137,462,0,0,,[],0.0
2023-10-15 22:12:00,304418636195831558,381,0,0,,[],0.0
2024-03-07 08:17:06,725554263685560655,821,0,0,,[],0.0
2023-09-10 06:21:49,325201964918940141,914,0,0,,[],0.0
2023-04-23 15:35:38,131277399116721778,590,0,0,,[],0.0
2023-09-20 21:05:49,989168142086551565,562,0,0,,[],0.0
2024-01-09 11:30:13,608362689091257247,17,0,0,,[],0.0
2023-09-09 02:08:24,260182661059802336,44,0,0,,[],0.0
2023-10-19 10:24:42,375254122383978537,32,0,0,,[],0.0
2023-07-15 00:53:04,968451532249708467,242,0,0,,[],0.0
2024-02-05 11:51:49,194464955416832111,922,0,0,,[],0.0
2023-07-30 17:36:30,508789654313581853,30,0,0,,[],0.0
2024-01-21 21:08:01,225733177847125793,826,0,0,,[],0.0
2023-06-17 09:15:09,440461316049768584,631,0,0,,[],0.0
2023-10-27 18:41:58,14667921483463199,171,0,0,,[],0.0
2023-09-05 18:01:59,16812656145855075,401,0,0,,[],0.0
2024-03-11 21:08:05,616683885011548913,87,0,0,,[],0.0
2023-12-24 22:40:21,124274087353211365,106,0,0,,[],0.0
2023-09-10 01:45:28,604569688798214189,30,0,0,,[],0.0
2023-11-20 01:56:11,749957652277404635,754,0,0,,[],0.0
2024-04-02 20:44:30,233516468358782133,396,0,0,,[],0.0
2023-08-24 04:44:51,583268447762310188,431,0,0,,[],0.0
2023-08-30 23:51:17,86591579597634492,138,0,0,,[],0.0
2024-02-28 15:10:32,824248824692669232,172,0,0,,[],0.0
2024-02-06 19:46:12,669577899682054841,137,0,0,,[],0.0
2023-04-26 03:10:48,567770582724038601,456,0,0,,[],0.0
2023-05-12 06:00:52,538694558600255778,732,0,0,,[],0.0
2024-01-24 04:57:51,175317384222245685,94,0,0,,[],0.0
2023-06-01 10:53:39,867522585187857383,55,0,0,,[],0.0
2023-08-05 03:53:41,526592857877199764,599,0,0,,[],0.0
2023-09-23 10:53:57,912730093857892635,570,0,0,,[],0.0
2023-08-02 00:27:59,955445848268964088,705,0,0,,[],0.0
2023-12-11 17:36:02,627660216216658128,793,0,0,,[],0.0
2023-09-05 09:39:08,235327063557993383,513,0,0,,[],0.0
2024-02-10 08:27:26,562893488423127993,325,0,0,,[],0.0
2023-12-14 21:34:02,904797918009012235,912,0,0,,[],0.0
2023-06-07 21:20:35,277070636404381964,661,0,0,,[],0.0
2023-11-14 20:50:04,360152101084274368,543,0,0,,[],0.0
2023-12-15 11:37:11,506238798320912563,158,0,0,,[],0.0
2023-09-16 22:38:09,997331165277385897,302,0,0,,[],0.0
2023-08-07 12:09:01,907343500858366829,757,0,0,,[],0.0
2023-11-13 20:31:24,134494715769298166,194,0,0,,[],0.0
2024-02-17 02:05:01,436535292550121942,454,0,0,,[],0.0
2023-04-30 11:08:36,424491539409281248,420,0,0,,[],0.0
2023-07-10 05:03:18,149091382204123757,260,0,0,,[],0.0
2023-09-15 10:55:35,220924635393071505,849,0,0,,[],0.0
2023-12-02 17:48:06,127135592341744405,120,0,0,,[],0.0
2024-02-03 03:28:41,642959993319103945,542,0,0,,[],0.0
2023-06-03 06:21:51,285375924841499370,677,0,0,,[],0.0
2024-04-07 20:54:41,511068007043375891,271,0,0,,[],0.0
2023-05-01 18:15:24,1468896025025631,830,0,0,,[],0.0
2023-08-23 08:45:59,581598893922179758,378,0,0,,[],0.0
2023-10-06 08:46:25,878394725204432037,235,0,0,,[],0.0
2024-03-09 11:37:03,479882626648243505,670,0,0,,[],0.0
2023-06-29 08:57:15,863930143520793029,873,0,0,,[],0.0
2024-03-31 15:26:32,314460940462804801,997,0,0,,[],0.0
2024-03-31 20:43:55,640712531138441484,6,0,0,,[],0.0
2024-01-22 11:06:07,933512987734686878,549,0,0,,[],0.0
2023-07-24 17:36:10,57572158966912582,559,0,0,,[],0.0
2023-09-23 15:15:42,87774197231306346,18,0,0,,[],0.0
2023-07-02 02:23:58,523274590841258647,213,0,0,,[],0.0
2023-12-11 05:31:42,359630036622633621,970,0,0,,[],0.0
2023-09-17 04:50:44,4390600244651289,433,0,0,,[],0.0
2023-09-28 22:27:48,27400570990991996,106,0,0,,[],0.0
2023-09-03 07:29:36,41649640832515098,34,0,0,,[],0.0
2023-08-30 21:07:17,513639885916728622,173,0,0,,[],0.0
2024-01-26 04:52:30,160013334976938133,882,0,0,,[],0.0
2023-06-13 12:46:48,345534373392762347,786,0,0,,[],0.0
2024-02-19 05:33:32,744320958362540839,413,0,0,,[],0.0
2023-04-29 16:49:13,904922139725604652,418,0,0,,[],0.0
2023-09-30 00:47:27,971623068740903366,738,0,0,,[],0.0
2023-11-23 11:32:35,461688924790513030,319,0,0,,[],0.0
2024-01-26 00:00:12,534133392792451397,288,0,0,,[],0.0
2024-01-20 22:09:37,37863487345578352,219,0,0,,[],0.0
2023-05-09 22:34:51,110277497564039360,790,0,0,,[],0.0
2023-07-18 03:51:52,158737800283600307,647,0,0,,[],0.0
2023-08-04 20:25:10,312432287042651206,708,0,0,,[],0.0
2024-02-11 08:37:29,66385118240362513,90,0,0,,[],0.0
2023-05-09 07:56:31,915628187313312065,624,0,0,,[],0.0
2023-10-10 08:39:07,602740612198353854,716,0,0,,[],0.0
2023-09-05 05:58:08,971643027826601952,652,0,0,,[],0.0
2023-09-08 02:35:05,889410861707744812,318,0,0,,[],0.0
2023-09-21 06:12:07,341032061526808467,160,0,0,,[],0.0
2024-03-02 12:27:18,724447462446996049,104,0,0,,[],0.0
2023-11-09 14:39:32,492288965522034151,545,0,0,,[],0.0
2023-04-26 13:27:38,892450525369086957,977,0,0,,[],0.0
2024-02-29 10:24:45,455979340665032899,999,0,0,,[],0.0
2024-02-01 20:00:30,714113416156132265,955,0,0,,[],0.0
2023-06-12 10:59:41,825825653207832982,506,0,0,,[],0.0
2024-04-16 08:52:50,20903303362939560,533,0,0,,[],0.0
2024-04-07 00:17:22,533989965893152572,849,0,0,,[],0.0
2023-12-30 22:17:04,915408831036975666,707,0,0,,[],0.0
2024-03-07 10:34:51,657963925674962607,138,0,0,,[],0.0
2023-12-05 03:45:05,96936150714483854,367,0,0,,[],0.0
2023-07-02 01:43:47,607522839992280709,443,0,0,,[],0.0
2023-08-14 09:01:14,66832500262016403,87,0,0,,[],0.0
2023-12-16 20:18:13,995695113201281919,621,0,0,,[],0.0
2024-04-03 03:57:22,951367075416562302,664,0,0,,[],0.0
2024-01-18 15:27:43,7054048049105773,592,0,0,,[],0.0
2023-12-12 20:54:01,854023322561010031,312,0,0,,[],0.0
2023-10-07 07:48:36,625034968523469175,290,0,0,,[],0.0
2023-09-27 17:30:17,201801511189409339,345,0,0,,[],0.0
2023-07-16 08:35:21,419457161541684020,333,0,0,,[],0.0
2023-10-22 13:41:05,739485743996148805,318,0,0,,[],0.0
2024-02-11 06:56:10,749035194010520588,884,0,0,,[],0.0
2024-04-05 16:24:40,495896108857046549,751,0,0,,[],0.0
2023-10-06 16:05:24,336765690589302129,287,0,0,,[],0.0
2023-05-12 16:01:29,950507113164865620,652,0,0,,[],0.0
2024-01-14 07:07:43,735388470924162270,779,0,0,,[],0.0
2023-12-15 15:59:25,24086593264017847,473,0,0,,[],0.0
2023-05-26 19:41:40,89106096371526750,74,0,0,,[],0.0
2024-03-12 00:57:26,371452918217582405,595,0,0,,[],0.0
2023-09-02 13:11:48,479174791202838438,647,0,0,,[],0.0
2024-02-09 23:58:17,556066722236515032,151,0,0,,[],0.0
2023-07-02 02:47:58,936722892978998722,837,0,0,,[],0.0
2023-07-25 13:26:33,732999903372376592,769,0,0,,[],0.0
2023-08-02 22:16:52,915237802374802094,11,0,0,,[],0.0
2024-03-06 05:35:22,407265701972213595,487,0,0,,[],0.0
2024-03-27 22:07:48,984510801478380610,919,0,0,,[],0.0
2023-09-04 01:39:12,803353867500957969,926,0,0,,[],0.0
2023-10-19 00:20:37,748698389924044428,833,0,0,,[],0.0
2023-07-26 04:48:14,590082577915590169,913,0,0,,[],0.0
2023-05-29 06:34:18,754942845030693284,966,0,0,,[],0.0
2024-01-23 04:17:48,250925098349104511,984,0,0,,[],0.0
2023-07-01 01:13:20,749303828492557565,715,0,0,,[],0.0
2024-01-18 11:40:15,833076022722632806,993,0,0,,[],0.0
2024-03-10 20:44:36,39884772035249348,487,0,0,,[],0.0
2024-02-20 22:18:05,646656188330319098,979,0,0,,[],0.0
2023-05-29 15:25:16,163315362773365352,585,0,0,,[],0.0
2024-01-12 08:19:52,122252188380804987,584,0,0,,[],0.0
2023-08-28 16:00:18,103144505294626754,377,0,0,,[],0.0
2023-10-23 01:47:22,922947488854314350,512,0,0,,[],0.0
2023-10-17 10:46:34,574845886735977071,701,0,0,,[],0.0
2023-09-25 11:24:38,576331669351045802,663,0,0,,[],0.0
2023-08-18 22:45:48,813039123468225528,113,0,0,,[],0.0
2023-06-05 07:28:36,561921747754910818,913,0,0,,[],0.0
2023-08-27 11:22:29,598086655599583768,685,0,0,,[],0.0
2023-12-14 11:58:14,851188617921644331,563,0,0,,[],0.0
2023-12-26 07:44:08,561545761318916543,436,0,0,,[],0.0
2024-01-30 17:48:28,515652005709075591,340,0,0,,[],0.0
2023-06-01 17:36:32,212951935309935534,605,0,0,,[],0.0
2023-11-26 16:33:45,562177600781649723,368,0,0,,[],0.0
2023-08-03 12:30:00,678899216844872823,378,0,0,,[],0.0
2023-04-24 20:17:48,153606553934657849,733,0,0,,[],0.0
2024-03-14 15:00:25,251231308579036240,180,0,0,,[],0.0
2023-06-17 12:12:55,308033538866408730,275,0,0,,[],0.0
2023-10-21 12:42:05,5073524294269883,546,0,0,,[],0.0
2024-03-08 11:48:10,237895049062386376,625,0,0,,[],0.0
2023-07-22 15:21:00,411805873964168429,942,0,0,,[],0.0
2024-04-18 09:01:39,770629349040972505,623,0,0,,[],0.0
2023-10-03 08:17:37,639232445172952846,551,0,0,,[],0.0
2024-02-20 16:39:32,456923812130135777,311,0,0,,[],0.0
2023-12-24 06:16:33,493313879484883009,874,0,0,,[],0.0
2023-10-25 19:26:46,99786872394964215,961,0,0,,[],0.0
2024-02-09 23:14:44,629407283785446922,737,0,0,,[],0.0
2024-01-16 00:20:03,380063446286485623,103,0,0,,[],0.0
2023-05-22 00:54:14,879088832274147490,26,0,0,,[],0.0
2023-12-21 01:56:10,397083243719056658,446,0,0,,[],0.0
2023-06-13 21:06:04,70067958830411932,186,0,0,,[],0.0
2023-07-18 04:59:20,261114012884897737,70,0,0,,[],0.0
2023-05-06 05:19:19,536787763917783095,343,0,0,,[],0.0
2024-04-06 19:08:27,159667559911713473,305,0,0,,[],0.0
2023-06-27 07:14:22,356854361574070994,880,0,0,,[],0.0
2023-07-23 16:44:50,844033148975006966,985,0,0,,[],0.0
2023-07-07 14:26:24,380202144624310247,852,0,0,,[],0.0
2024-03-11 01:56:32,284067119020369728,221,0,0,,[],0.0
2024-02-19 06:56:04,480808272377639860,905,0,0,,[],0.0
2024-02-29 21:56:23,153521021866473447,187,0,0,,[],0.0
2023-09-11 03:59:07,706511621375393873,530,0,0,,[],0.0
2023-07-12 03:00:35,562782985524462653,488,0,0,,[],0.0
2023-05-25 00:51:45,487396849526484333,762,0,0,,[],0.0
2023-12-27 20:16:17,961372934348878059,658,0,0,,[],0.0
2024-01-04 23:37:51,63985553911182003,677,0,0,,[],0.0
2023-12-30 00:47:32,805358913021725153,2,0,0,,[],0.0
2024-04-15 08:10:06,11150202463775115,116,0,0,,[],0.0
2023-07-12 23:40:35,370024375403291765,466,0,0,,[],0.0
2024-02-14 20:23:03,194188822133694598,571,0,0,,[],0.0
2024-03-19 22:25:39,264780101886887229,481,0,0,,[],0.0
2023-08-10 00:59:36,520456575705464784,381,0,0,,[],0.0
2024-04-06 18:35:00,357261907074779469,590,0,0,,[],0.0
2024-04-06 08:56:52,234476835592878498,775,0,0,,[],0.0
2024-01-15 19:40:47,720768924645034135,881,0,0,,[],0.0
2023-12-03 05:27:52,297915552892851198,675,0,0,,[],0.0
2023-12-21 03:20:28,763989732431420388,260,0,0,,[],0.0
2023-11-12 07:54:08,655739846266740524,694,0,0,,[],0.0
2024-01-31 07:21:13,447428917762556509,971,0,0,,[],0.0
2023-08-17 10:45:52,94882195022827285,461,0,0,,[],0.0
2024-01-08 05:21:24,614152439952601904,934,0,0,,[],0.0
2023-07-10 20:18:32,769523845179892141,450,0,0,,[],0.0
2023-08-04 01:57:01,384214696710152821,733,0,0,,[],0.0
2024-04-16 12:50:42,786394735063350268,138,0,0,,[],0.0
2023-08-10 18:02:03,767306774754512451,30,0,0,,[],0.0
2023-06-03 21:24:52,194746742002104235,544,0,0,,[],0.0
2023-11-29 02:43:11,504524814392047133,244,0,0,,[],0.0
2023-11-29 09:56:05,392548448552399045,200,0,0,,[],0.0
2023-10-12 23:52:30,423869481572562122,842,0,0,,[],0.0
2023-05-21 06:58:31,227272038569981175,413,0,0,,[],0.0
2023-06-20 05:54:18,608950335572059985,910,0,0,,[],0.0
2024-03-15 16:05:20,310501494689284973,172,0,0,,[],0.0
2023-07-25 15:47:21,802854877549866453,8,0,0,,[],0.0
2023-06-23 00:26:23,944737059664497196,127,0,0,,[],0.0
2023-04-24 11:13:15,843709143510782632,542,0,0,,[],0.0
2024-01-04 21:38:54,913814485303829935,160,0,0,,[],0.0
2023-11-01 23:23:51,560312774788113097,152,0,0,,[],0.0
2024-04-01 12:53:36,697467927418347473,842,0,0,,[],0.0
2024-02-17 18:33:03,779777502867892023,281,0,0,,[],0.0
2023-08-09 15:00:00,339060025472306287,512,0,0,,[],0.0
2023-07-24 04:23:59,345156331583837620,17,0,0,,[],0.0
2024-03-22 19:35:31,196387099307480891,587,0,0,,[],0.0
2023-09-10 15:24:34,200475469114926787,387,0,0,,[],0.0
2024-01-08 12:44:41,393269485776408778,588,0,0,,[],0.0
2023-07-18 17:36:28,450692464527124881,86,0,0,,[],0.0
2023-08-08 06:22:26,751717257581899691,398,0,0,,[],0.0
2023-05-20 16:19:23,344591925805520848,856,0,0,,[],0.0
2023-07-25 18:35:29,510379523289807025,575,0,0,,[],0.0
2024-02-15 04:00:25,511855203221171352,503,0,0,,[],0.0
2023-08-22 19:10:30,358307604142234358,143,0,0,,[],0.0
2024-01-04 11:17:05,816784417932596157,197,0,0,,[],0.0
2024-01-13 01:22:27,467749066424634828,596,0,0,,[],0.0
2023-06-06 04:00:14,684574738061527049,307,0,0,,[],0.0
2024-03-23 20:07:54,177435012761045609,370,0,0,,[],0.0
2024-02-21 08:40:42,572578115257504791,392,0,0,,[],0.0
2023-06-25 14:08:39,674135565721677322,409,0,0,,[],0.0
2023-10-08 12:01:53,518665222560682671,87,0,0,,[],0.0
2023-09-15 12:08:15,264433915251719932,802,0,0,,[],0.0
2023-06-01 09:30:00,782351373563826820,433,0,0,,[],0.0
2023-08-02 12:51:24,459570720735998637,989,0,0,,[],0.0
2024-02-20 08:57:52,55284290509709260,894,0,0,,[],0.0
2023-10-14 13:36:19,331525048163290271,117,0,0,,[],0.0
2023-05-13 03:09:10,781059555926447290,56,0,0,,[],0.0
2024-03-20 15:05:51,532105278836608614,235,0,0,,[],0.0
2024-03-29 23:11:39,973951109799421044,571,0,0,,[],0.0
2023-07-30 01:27:16,332021323830817568,633,0,0,,[],0.0
2023-09-20 21:53:18,969180684365118651,406,0,0,,[],0.0
2023-09-20 23:20:08,598227818981600088,991,0,0,,[],0.0
2023-10-11 11:16:32,145438726452273556,647,0,0,,[],0.0
2023-09-07 05:01:54,20405718955791385,426,0,0,,[],0.0
2023-10-22 17:57:46,236703378550459376,231,0,0,,[],0.0
2023-07-28 00:20:59,849102944701665361,289,0,0,,[],0.0
2023-09-01 21:40:31,278861673654623714,864,0,0,,[],0.0
2024-02-10 04:47:24,953140037626341126,310,0,0,,[],0.0
2024-03-07 01:51:01,205759081334838770,1000,0,0,,[],0.0
2023-12-26 22:23:33,671439118864693411,200,0,0,,[],0.0
2023-12-27 21:04:17,969150248001801507,493,0,0,,[],0.0
2023-11-12 04:13:59,302970701098157093,305,0,0,,[],0.0
2024-03-07 14:25:01,878903479876386184,390,0,0,,[],0.0
2023-05-31 21:24:13,599357304992264947,520,0,0,,[],0.0
2023-11-15 20:47:19,376904755342786798,879,0,0,,[],0.0
2024-04-09 16:08:16,922366487442429525,834,0,0,,[],0.0
2023-10-25 01:39:21,23173098452450294,655,0,0,,[],0.0
2023-09-07 12:46:21,665071748263734467,939,0,0,,[],0.0
2024-01-25 03:32:21,318986666975144863,216,0,0,,[],0.0
2024-03-06 11:21:13,516963046346906464,710,0,0,,[],0.0
2023-08-09 06:07:08,148833037809618167,519,0,0,,[],0.0
2024-04-03 16:39:20,593661730567773820,49,0,0,,[],0.0
2024-04-10 11:11:44,24720638501876844,301,0,0,,[],0.0
2024-02-10 21:51:27,135038587407916440,279,0,0,,[],0.0
2024-03-13 16:51:14,595982276580386003,86,0,0,,[],0.0
2024-02-24 16:35:12,660642437146700621,819,0,0,,[],0.0
2023-05-08 22:30:56,584348768509004356,542,0,0,,[],0.0
2024-04-09 11:55:29,159041318157786105,845,0,0,,[],0.0
2023-11-26 11:06:09,550838166085471868,710,0,0,,[],0.0
2023-10-28 07:40:25,45943114612501151,995,0,0,,[],0.0
2024-01-11 02:48:16,847414791441568897,594,0,0,,[],0.0
2023-11-07 19:21:34,260855116290215148,73,0,0,,[],0.0
2023-12-29 12:57:53,913974921000996416,513,0,0,,[],0.0
2023-10-13 11:43:00,5319753121193066,918,0,0,,[],0.0
2023-04-29 22:17:46,512516087192863991,147,0,0,,[],0.0
2024-01-17 18:49:07,113340269540674497,424,0,0,,[],0.0
2023-11-23 15:40:07,271157113408243209,698,0,0,,[],0.0
2023-11-22 15:08:05,854922700807474442,57,0,0,,[],0.0
2023-08-27 13:02:15,961138361496928570,243,0,0,,[],0.0
2023-06-11 09:24:11,847137236553679434,961,0,0,,[],0.0
2023-12-01 00:23:17,235278082732230707,842,0,0,,[],0.0
2023-09-24 05:31:05,332402353371922053,495,0,0,,[],0.0
2024-02-16 12:34:22,305446476017138214,279,0,0,,[],0.0
2023-07-15 01:30:06,587162539867298540,128,0,0,,[],0.0
2024-02-15 10:48:56,838305086047867561,986,0,0,,[],0.0
2023-08-05 23:54:37,918609126969149671,324,0,0,,[],0.0
2023-05-19 16:40:45,96884671958079928,165,0,0,,[],0.0
2023-09-02 23:51:40,561635092468642922,471,0,0,,[],0.0
2023-08-04 16:47:30,497256497811577686,960,0,0,,[],0.0
2023-10-30 13:57:49,892841279240804979,252,0,0,,[],0.0
2024-04-07 19:31:26,732382683770692902,107,0,0,,[],0.0
2023-10-29 12:42:10,851963682203058281,96,0,0,,[],0.0
2023-04-28 06:02:30,298515867700541944,986,0,0,,[],0.0
2023-10-14 18:22:58,527235543948724196,22,0,0,,[],0.0
2023-12-01 09:10:14,954253359595493134,450,0,0,,[],0.0
2023-10-13 08:49:09,41137799289777754,264,0,0,,[],0.0
2023-07-19 11:29:04,548402882311593078,816,0,0,,[],0.0
2023-07-15 13:54:44,916457614637068332,111,0,0,,[],0.0
2023-11-26 11:43:03,496815571768253211,592,0,0,,[],0.0
2023-06-20 21:51:05,989432346916446027,892,0,0,,[],0.0
2024-02-01 19:03:28,916128562546088718,851,0,0,,[],0.0
2023-09-07 01:01:09,956458714827193590,51,0,0,,[],0.0
2023-11-25 01:20:06,192918092493221102,528,0,0,,[],0.0
2023-10-02 17:21:01,869025997058367648,633,0,0,,[],0.0
2024-02-20 16:03:01,389352791255073604,816,0,0,,[],0.0
2023-12-07 22:01:15,97553209239660078,844,0,0,,[],0.0
2023-11-08 09:59:04,623388145061230171,567,0,0,,[],0.0
2023-12-25 04:39:17,291759753531362002,757,0,0,,[],0.0
2024-02-19 14:36:25,358835115005524056,802,0,0,,[],0.0
2024-03-06 23:29:11,732878827000034691,969,0,0,,[],0.0
2023-09-13 18:06:32,70152151461717215,38,0,0,,[],0.0
2023-05-17 17:05:14,109450559680354081,122,0,0,,[],0.0
2023-12-02 08:27:28,185602737333780189,891,0,0,,[],0.0
2024-03-28 11:18:45,414525037263034879,614,0,0,,[],0.0
2023-12-06 00:13:39,181938906994060015,683,0,0,,[],0.0
2023-12-26 22:59:05,857075111747535512,737,0,0,,[],0.0
2023-08-27 06:37:06,589044130271364907,58,0,0,,[],0.0
2023-11-24 02:32:11,871173381911779486,256,0,0,,[],0.0
2023-12-23 20:54:22,865295293991354430,276,0,0,,[],0.0
2023-10-25 23:22:30,406975702871117370,760,0,0,,[],0.0
2023-06-22 03:58:52,152723424287179834,124,0,0,,[],0.0
2023-10-27 20:46:04,93803453746218916,280,0,0,,[],0.0
2024-03-22 07:36:00,865367713336340861,789,0,0,,[],0.0
2023-09-12 01:21:26,702299802024287067,317,0,0,,[],0.0
2023-06-01 09:41:54,955082812994829056,797,0,0,,[],0.0
2023-12-21 10:07:35,482974973115559665,881,0,0,,[],0.0
2023-05-07 04:35:13,231689879906616806,842,0,0,,[],0.0
2023-12-21 00:39:33,547840247992097934,435,0,0,,[],0.0
2023-06-02 23:32:20,840991061567616186,794,0,0,,[],0.0
2024-01-19 20:15:25,208040936738250619,567,0,0,,[],0.0
2023-09-29 12:55:29,395772603129072412,504,0,0,,[],0.0
2023-05-26 04:22:28,365862087821021446,676,0,0,,[],0.0
2024-02-14 10:32:36,958817856480277269,195,0,0,,[],0.0
2024-04-18 09:32:22,985536798295614805,388,0,0,,[],0.0
2024-01-06 11:19:24,237113219378620089,269,0,0,,[],0.0
2023-09-23 15:48:52,625210124513792463,45,0,0,,[],0.0
2024-03-26 10:40:01,434453373007195182,990,0,0,,[],0.0
2023-07-22 13:25:34,75595139667367911,795,0,0,,[],0.0
2023-09-10 01:23:38,441639503414555328,11,0,0,,[],0.0
2023-08-25 05:05:47,486564996874157168,532,0,0,,[],0.0
2024-04-09 06:02:05,245614737682615705,872,0,0,,[],0.0
2023-06-22 17:48:37,91273842990864234,1,0,0,,[],0.0
2023-09-04 18:31:02,806303190503355719,858,0,0,,[],0.0
2023-06-22 00:24:22,607722522490193866,711,0,0,,[],0.0
